NO.,CODE,GROUP,LIST,BRAND,HI,WEIGHT KG,GROUP,
1,ACB70251020,PART,คานตัวC 70x25T3.0x1020,,EA,3.08,wire,สายไฟ
2,ACB70251095,PART,คานตัวC 70x25T3.01095,,EA,1.21,ACC,ชิ้นส่วน
3,ACB7025420,PART,คานตัวC 70x25T3.0x420,,EA,1.5,Support,ลูกถ้วย&Support
4,ACB7025495,PART,คานตัวC 70x25T3.0x495,,EA,1.78,Key,กุญแจ
5,ACB7025520,PART,คานตัวC 70x25T3.0x520,,EA,1.8,KG.,\
6,ACB7025620,PART,คานตัวC 70x25T3.0x620,,EA,2.17,น้ำหนักต่อชิ้น,
7,ACB7025720,PART,คานตัวC 70x25T3.0x720,,EA,2.17,,
8,ACB7025790,PART,คานตัวC 70x25T3.0x790,,EA,2.3,,
9,ACB7025795,PART,คานตัวC 70x25T3.0x795,,EA,2.38,,
10,ACB7025820,PART,คานตัวC 70x25T3.0x820,,EA,2.45,,
11,ACB7025895,PART,คานตัวC 70x25T3.0x895,,EA,2.72,,
12,ACB7025920,PART,คานตัวC 70x25T3.0x920,,EA,2.78,,
13,ACB7035790,PART,คานตัวC 70x35T3.0x790,,EA,2.74,,
14,ACB7035794,PART,คานตัวC 70x35T3.0x794,,EA,2.29,,
15,ACB7035990,PART,คานตัวC 70x35T3.0x990,,EA,3.48,,
16,ACB7035994,PART,คานตัวC 70x35T3.0x994,,EA,2.9,,
17,ACC500330,PART,ชุดฝากันระเบิด500X330,,EA,2.36,,
18,ACC500500,PART,ชุดฝากันระเบิด 500x500,,EA,3.7,,
19,ACC5029,PART,ฉากตัวL รับแผ่นกั้น50x29,,EA,0.04,,
20,ACC503429,PART,ฉากตัวZ รับแผ่นกั้น50x34x29,,EA,0.06,,
21,ACC600330,PART,ชุดฝากันระเบิด 600x330,,EA,2.83,,
22,ACC600500,PART,ชุดฝากันระเบิด 600x500,,EA,4.27,,
23,ACC707045,PART,ฉากสามเหลี่ยม70x70x45,,EA,0.22,,
24,ACC907045,PART,ฉากสามเหลี่ยม90x70x45,,EA,0,,
25,ACC957045,PART,ฉากสามเหลี่ยม95x70x45,,EA,0.29,,
26,ACL0348521,PART,แผ่นอะคริลิคสีชาใส 4'x8' T3.0mm #521,,แผ่น,,,
27,ACL104451134,MAT ST,แผ่นอะคริลิคใส 445x1134 T10.0,,แผ่น,,,
28,ACL212202440,MAT ST,แผ่นอคิลิคใส 4'x8' T2.0,,แผ่น,,,
29,ACL3012202440,PART,อคิลิคใส 4x8 T3.0,,แผ่น,,,
30,ACL307001200,PART,แผ่นอะคริลิคขาวขุ่น 700x1200mm T3.0mm,,แผ่น,,,
31,ACL4768531910,PART,แผ่นอะคิลิค 853x1910 T4.76,,แผ่น,,,
32,ACL5012202440,PART,แผ่นอะคิลิค4x8..T5.0,,แผ่น,,,
33,AC-TB146136,PART,ขายึดเทอมีนอล146x136,,EA,0.22,,
34,ACWT212202440,,แผ่นอะคริลิค  ฮิพ/ สีขาว 1220x2440 หนา 2.0มิล ,,แผ่น,,,
35,ALZN1512202440,,อลูซิงค์ ขนาด 4'x8' T1.5mm,,แผ่น,,,
36,ALZN2012202440,,อลูซิงค์ ขนาด 4'x8' T2.0mm,,แผ่น,,,
37,BC5022920,PART,คานฝาหน้ารูพิเศษ 50x22x920,,EA,1.61,,
38,BR10100100,MAT ST,แผ่นเบกไลท์ 100x100T10,,EA,,,
39,BR1012202440,PART,แผ่นเบกไลท์1220x2440T10,,EA,,,
40,BR1501400338,PART,แผ่นเบกไลท์ 140x338 T15,,EA,,,
41,BR5012202440,PART,แผ่นเบกไลท์ 1220x2440T5.0,ชินโชริ,แผ่น,,,
42,BR606101220,,แผ่นทองเหลือง 2'x4' T.6.0,,แผ่น,,,
43,BR8012202440,,แบกกาไลท์ 4'x8' T8.0mm,,แผ่น,,,
44,CAB401075,PART,หมวกตู้ 40x1075,,EA,1.6,,
45,CAB401175,PART,หมวกตู้ 40x1175,,EA,1.73,,
46,CAB401275,PART,หมวกตู้40x1275,,EA,1.85,,
47,CAB40275,PART,หมวกตู้ 40x275,,EA,0.42,,
48,CAB40325,PART,หมวกตู้ 40x325,,EA,0.53,,
49,CAB40375,PART,หมวกตู้ 40x375,,EA,0.57,,
50,CAB40475,PART,หมวกตู้ 40x475,,EA,1.75,,
51,CAB40575,PART,หมวกตู้ 40x575,,EA,0.87,,
52,CAB40675,PART,หมวกตู้ 40x675,,EA,1.01,,
53,CAB40775,PART,หมวกตู้ 40x775,,EA,1.17,,
54,CAB40875,PART,หมวกตู้ 40x875,,EA,1.3,,
55,CAB40975,PART,หมวกตู้ 40x975,,EA,1.44,,
56,CAH601075,PART,หมวกตู้ 60x1075,,EA,1.9,,
57,CAH601175,PART,หมวกตู้ 60x1175,,EA,2.12,,
58,CAH60375,PART,หมวกตู้ 60x375,,EA,0.71,,
59,CAH60475,PART,หมวกตู้ 60x475,,EA,0.88,,
60,CAH60575,PART,หมวกตู้ 60x575,,EA,1.05,,
61,CAH60675,PART,หมวกตู้ 60x675,,EA,1.22,,
62,CAH60775,PART,หมวกตู้ 60x775,,EA,1.4,,
63,CAH60875,PART,หมวกตู้ 60x875,,EA,1.56,,
64,CAH60975,PART,หมวกตู้ 60x975,,EA,1.71,,
65,CAP50251000,PART,คานตัวC 50x25T2.0x1000,,EA,1.67,,
66,CAP5025595,PART,คานตัวC 50x25T2.0x595,,EA,0,,
67,CAP5025695,PART,คานตัวC 50x25T2.0x695,,EA,0,,
68,CAP5025795,PART,คานตัวC 50x25T2.0x795,,EA,1.31,,
69,CAP5025895,PART,คานตัวC 50x25T2.0x895,,EA,0,,
70,CAP5025900,PART,คานตัวC 50x25T2.0x900,,EA,1.5,,
71,CAP5025995,PART,คานตัวC 50x25T2.0x995,,EA,0,,
72,CAP702549520,PART,คานตัวC 70x25T2.0x495,,EA,0.97,,
73,CAP702559520,PART,คานตัวC 70x25T2.0x595,,EA,1.17,,
74,CAP702569520,PART,คานตัวC 70x25T.2.0x695,,EA,1.4,,
75,CAP702579520,PART,คานตัวC70x25T.2.0X795,,EA,1.55,,
76,CAP702589520,PART,คานตัวC70X25T2.0X895,,EA,1.76,,
77,CAP702599520,PART,คานตัวC 70x25T2.0x995,,EA,1.96,,
78,CBA225220,PART,เพลทเบรกเกอร์ 225x220,,EA,1.11,,
79,CBA275170,PART,เพลทเบกเกอร์ 275x170,,EA,1.39,,
80,CBA275200,PART,เพลทเบกเกอร์ 275x200,,EA,0,,
81,CBA275220,PART,เพลทเบกเกอร์ 275x220,,EA,1.32,,
82,CBA275280,PART,เพลทเบกเกอร์ 275x280,,EA,1.64,,
83,CBA275330,PART,เพลทเบกเกอร์ 275x330,,EA,1.9,,
84,CBA275400,PART,เพลทเบกเกอร์ 275x400,,EA,0,,
85,CBA275410,PART,เพลทเบกเกอร์ 275x410,,EA,0,,
86,CBA325220,PART,เพลทเบกเกอร์ 325x220,,EA,1.58,,
87,CBA325280,PART,เพลทเบกเกอร์ 325x280,,EA,1.93,,
88,CBA325330,PART,เพลทเบกเกอร์ 325x330,,EA,2.21,,
89,CBA425170,PART,เพลทเบกเกอร์ 425x170,,EA,0,,
90,CBA425220,PART,เพลทเบกเกอร์ 425x220,,EA,1.95,,
91,CBA425280,PART,เพลทเบกเกอร์ 425x280,,EA,2.43,,
92,CBA425330,PART,เพลทเบกเกอร์ 425x330,,EA,2.83,,
93,CBA425410,PART,เพลทเบกเกอร์ 425x410,,EA,3.37,,
94,CBA525160,PART,เพลทเบกเกอร์ 525x160,,EA,0,,
95,CBA525170,PART,เพลทเบกเกอร์ 525x170,,EA,0,,
96,CBA525220,PART,เพลทเบกเกอร์ 525x220,,EA,2.45,,
97,CBA525280,PART,เพลทเบกเกอร์ 525x280,,EA,2.95,,
98,CBA525330,PART,เพลทเบกเกอร์ 525x330,,EA,4.45,,
99,CBA525380,PART,เพลทเบกเกอร์ 525x380,,EA,3.89,,
100,CBA525410,PART,เพลทเบกเกอร์ 525x410,,EA,4.1,,
101,CBA625150,PART,เพลทเบกเกอร์ 625x150,,EA,0,,
102,CBA625160,PART,เพลทเบกเกอร์ 625x160,,EA,0,,
103,CBA625220,PART,เพลทเบกเกอร์ 625x220,,EA,2.94,,
104,CBA625280,PART,เพลทเบกเกอร์ 625x280,,EA,3.46,,
105,CBA625330,PART,เพลทเบกเกอร์ 625x330,,EA,3.95,,
106,CBA625380,PART,เพลทเบกเกอร์ 625x380,,EA,4.45,,
107,CBA625410,PART,เพลทเบกเกอร์ 625x410,,EA,4.9,,
108,CBA725140,PART,เพลทเบกเกอร์ 725x140,,EA,0,,
109,CBA725150,PART,เพลทเบกเกอร์ 725x150,,EA,0,,
110,CBA725165,PART,เพลทเบกเกอร์ 725x165,,EA,0,,
111,CBA725170,PART,เพลทเบกเกอร์ 725x170,,EA,0,,
112,CBA725220,PART,เพลทเบกเกอร์ 725x220,,EA,3.25,,
113,CBA725260,PART,เพลทเบกเกอร์ 725x260,,EA,2.75,,
114,CBA725280,PART,เพลทเบกเกอร์ 725x280,,EA,4.03,,
115,CBA725330,PART,เพลทเบกเกอร์ 725x330,,EA,4.6,,
116,CBA725380,PART,เพลทเบกเกอร์ 725x380,,EA,5.11,,
117,CBA725410,PART,เพลทเบกเกอร์ 725x410,,EA,5.6,,
118,CBA825150,PART,เพลทเบกเกอร์ 825x150,,EA,0,,
119,CBA825170,PART,เพลทเบกเกอร์ 825x170,,EA,0,,
120,CBA825220,PART,เพลทเบกเกอร์ 825x220,,EA,3.6,,
121,CBA825280,PART,เพลทเบกเกอร์ 825x280,,EA,4.53,,
122,CBA825330,PART,เพลทเบกเกอร์ 825x330,,EA,5.23,,
123,CBA825380,PART,เพลทเบกเกอร์ 825x380,,EA,6.06,,
124,CBA825410,PART,เพลทเบกเกอร์ 825x410,,EA,6.27,,
125,CBA925140,PART,เพลทเบกเกอร์ 925x140,,EA,0,,
126,CBA925170,PART,เพลทเบกเกอร์ 925x170,,EA,0,,
127,CBA925220,PART,เพลทเบกเกอร์ 925x220,,EA,4.02,,
128,CBA925280,PART,เพลทเบกเกอร์ 925x280,,EA,5.1,,
129,CBA925330,PART,เพลทเบกเกอร์ 925x330,,EA,5.86,,
130,CBA925380,PART,เพลทเบกเกอร์ 925x380,,EA,6.48,,
131,CBA925410,PART,เพลทเบกเกอร์ 925x410,,EA,6.9,,
132,CBB414140,PART,เพลทเบกเกอร์ 414x140,,EA,1.45,,
133,CBB414170,PART,เพลทเบกเกอร์ 414x170,,EA,1.7,,
134,CBB514140,PART,เพลทเบกเกอร์ 514x140,,EA,1.77,,
135,CBB514170,PART,เพลทเบกเกอร์ 514x170,,EA,2.05,,
136,CBB614140,PART,เพลทเบกเกอร์ 614x140,,EA,2.05,,
137,CBB614170,PART,เพลทเบกเกอร์ 614x170,,EA,2.39,,
138,CBB714140,PART,เพลทเบกเกอร์ 714x140,,EA,2.35,,
139,CBB714170,PART,เพลทเบกเกอร์ 714x170,,EA,2.74,,
140,CBB814140,PART,เพลทเบกเกอร์ 814x140,,EA,2.67,,
141,CBB814170,PART,เพลทเบกเกอร์ 814x170,,EA,3.09,,
142,CBB914140,PART,เพลทเบกเกอร์ 914x140,,EA,2.89,,
143,CBB914170,PART,เพลทเบกเกอร์ 914x170,,EA,3.5,,
144,CBC100100,PART,แผ่นสไลค์ 100x100,,EA,0,,
145,CBC10080,PART,แผ่นสไลค์ 100x80,,EA,0,,
146,CBC11070,PART,แผ่นสไลค์ 110x70,,EA,0.35,,
147,CBC11080,PART,แผ่นสไลค์ 110x80,,EA,0,,
148,CBC12070,PART,แผ่นสไลค์ 120x70,,EA,0,,
149,CBC13070,PART,แผ่นสไลค์ 130x70,,EA,0,,
150,CBC135100,PART,แผ่นสไลค์ 135x100,,EA,0,,
151,CBC140100,PART,แผ่นสไลค์ 140x100,,EA,0.5,,
152,CBC140130,PART,แผ่นสไลค์ 140x130,,EA,0,,
153,CBC14080,PART,แผ่นสไลค์ 140x80,,EA,0.32,,
154,CBC15070,PART,แผ่นสไลค์ 150x70,,EA,0.42,,
155,CBC15080,PART,แผ่นสไลค์ 150x80,,EA,0,,
156,CBC170100,PART,แผ่นสไลค์ 170x100,,EA,0.51,,
157,CBC170130,PART,แผ่นสไลค์ 170x130,,EA,0,,
158,CBC17080,PART,แผ่นสไลค์ 170x80,,EA,0.47,,
159,CBC200100,PART,แผ่นสไลค์ 200x100,,EA,0.6,,
160,CBC200170,PART,แผ่นสไลค์ 200x170,,EA,0,,
161,CBC20080,PART,แผ่นสไลค์ 200x80,,EA,0.5,,
162,CBC220100,PART,แผ่นสไลค์ 220x100,,EA,0.67,,
163,CBC220140,PART,แผ่นสไลค์ 220x140,,EA,0,,
164,CBC260100,PART,แผ่นสไลค์ 260x100,,EA,0.7,,
165,CBC280100,PART,แผ่นสไลค์ 280x100,,EA,0.82,,
166,CBC280125,PART,แผ่นสไลค์ 280x125,,EA,1,,
167,CBC280140,PART,แผ่นสไลค์ 280x140,,EA,1.1,,
168,CBC280160,PART,แผ่นสไลค์280x160,,EA,1.23,,
169,CBC330100,PART,แผ่นสไลค์ 330x100,,EA,0.95,,
170,CBC330140,PART,แผ่นสไลค์ 330x140,,EA,1.22,,
171,CBC350100,PART,แผ่นสไลค์ 350x100,,EA,0.9,,
172,CBC380120,PART,แผ่นสไลค์ 380x120,,EA,0,,
173,CBC400100,PART,แผ่นสไลค์ 400x100,,EA,0,,
174,CBC410100,PART,แผ่นสไลค์ 410x100,,EA,1.14,,
175,CBC410120,PART,แผ่นสไลค์ 410x120,,EA,0,,
176,CBC410140,PART,แผ่นสไลค์ 410x140,,EA,1.34,,
177,CBC500200,PART,แผ่นสไลค์ 500x200,,EA,0,,
178,CHAIR-HDG,MAT GL,เก้าอี้นั่ง ขนาด 700x700x800 ชุบ HOTDIP,,EA,,,
179,CV167510770,PART,ฝาข้าง-ฝาหลัง 1675x770,,EA,,,
180,CV187510320,PART,ฝาข้าง-ฝาหลัง 1875x320,,EA,,,
181,CV187510370,PART,ฝาข้าง-ฝาหลัง 1875x370,,EA,,,
182,CV187510470,PART,ฝาข้าง-ฝาหลัง 1875x470,,EA,,,
183,CV187510570,PART,ฝาข้าง-ฝาหลัง 1875x570,,EA,,,
184,CV187510670,PART,ฝาข้าง-ฝาหลัง 1875x670,,EA,,,
185,CV187510770,PART,ฝาข้าง-ฝาหลัง 1875x770,,EA,,,
186,CV187510870,PART,ฝาข้าง-ฝาหลัง 1875x870,,EA,,,
187,CV187510970,PART,ฝาข้าง-ฝาหลัง 1875x970,,EA,,,
188,CV18757700,PART,ฝาเรียบ 1875x770,,EA,,,
189,CV207500970,PART,ฝาข้างเรียบ 2075x970,,EA,,,
190,CV2075101070,PART,ฝาข้าง-ฝาหลัง 2075x1070,,EA,,,
191,CV2075101163,PART,ฝาข้าง-ฝาหลัง 2075x1163,,EA,,,
192,CV207510320,PART,ฝาข้าง-ฝาหลัง 2075x320,,EA,,,
193,CV207510370,PART,ฝาข้าง-ฝาหลัง 2075x370,,EA,,,
194,CV207510470,PART,ฝาข้าง-ฝาหลัง 2075x470,,EA,,,
195,CV207510570,PART,ฝาข้าง-ฝาหลัง 2075x570,,EA,,,
196,CV207510670,PART,ฝาข้าง-ฝาหลัง 2075x670,,EA,,,
197,CV207510770,PART,ฝาข้าง-ฝาหลัง 2075x770,,EA,,,
198,CV207510870,PART,ฝาข้าง-ฝาหลัง 2075x870,,EA,,,
199,CV207510970,PART,ฝาข้าง-ฝาหลัง 2075x970,,EA,,,
200,CV20754700,PART,ฝาข้าง ฝาหลัง 2075x470 เรียบ,,EA,,,
201,CV215010870,PART,ฝาข้าง-ฝาหลัง  2150x870,,EA,,,
202,CV22259700,PART,ฝาข้าง-ฝาหลัง  2225x970 เรียบ,,EA,,,
203,CV570157500,PART,ฝาเรียบ 1575x570,,EA,,,
204,CV770197510,PART,ฝาขนาด1975x770  เกล็ด,,EA,,,
205,CV797190100,PART,ฝารูเปเปอร์1901x797เรียบ,,EA,,,
206,CV797190110,PART,ฝารูเปเปอร์1901x797เกล็ด,,EA,,,
207,CV797210100,PART,ฝารูเปเปอร์ 2101x797เรียบ,,EA,,,
208,CV797210110,PART,ฝารูเปเปอร์ 2101x797เกล็ด,,EA,,,
209,CV89721500,PART,ฝารูเปเปอร์เรียบ 2150X897,,EA,,,
210,CV997210100,PART,ฝารูเปเปอร์ 2101x997เรียบ,,EA,,,
211,CV997210110,PART,ฝารูเปเปอร์ 2101x997เกล็ด,,EA,,,
212,CV99721500,PART,ฝารูเปเปอร์เรียบ 2150x997,,EA,,,
213,CV9972250100,PART,ฝารูเปเปอร์2250x997เรียบ,,EA,,,
214,DC50221020,PART,คานฝาหน้า 50x22x1020,,EA,1.41,,
215,DC50221120,PART,คานฝาหน้า 50x22x1120,,EA,1.66,,
216,DC50221220,PART,คานฝาหน้า50X22X1220,,EA,2.28,,
217,DC5022220,PART,คานฝาหน้า 50x22x220,,EA,0.28,,
218,DC5022270,PART,คานฝาหน้า 50x22x270,,EA,0.29,,
219,DC5022320,PART,คานฝาหน้า 50x22x320,,EA,0.43,,
220,DC5022420,PART,คานฝาหน้า 50x22x420,,EA,0.58,,
221,DC5022520,PART,คานฝาหน้า 50x22x520,,EA,0.62,,
222,DC5022620,PART,คานฝาหน้า 50x22x620,,EA,0.84,,
223,DC5022720,PART,คานฝาหน้า 50x22x720,,EA,0.98,,
224,DC5022820,PART,คานฝาหน้า 50x22x820,,EA,1.14,,
225,DC5022920,PART,คานฝาหน้า 50x22x920,,EA,1.25,,
226,DC7025420,PART,คานฝาหน้า 70x25x420,,EA,,,
227,DC7025520,PART,คานฝาหน้า 70x25x520,,EA,0.93,,
228,DC7025620,PART,คานฝาหน้า 70x25x620,,EA,1.13,,
229,DC7025720,PART,คานฝาหน้า 70x25x720,,EA,1.24,,
230,DC7025820,PART,คานฝาหน้า 70x25x820,,EA,1.49,,
231,DC7025920,PART,คานฝาหน้า 70x25x920,,EA,1.61,,
232,DCE50401020,PART,คานรับลูกถ้วย 50x40x1020,,EA,1.78,,
233,DCE5040420,PART,คานรับลูกถ้วย 50x40x420,,EA,0.74,,
234,DCE5040520,PART,คานรับลูกถ้วย 50x40x520,,EA,0.91,,
235,DCE5040620,PART,คานรับลูกถ้วย 50x40x620,,EA,1.07,,
236,DCE5040720,PART,คานรับลูกถ้วย 50x40x720,,EA,1.25,,
237,DCE5040820,PART,คานรับลูกถ้วย 50x40x820,,EA,1.43,,
238,DCE5040920,PART,คานรับลูกถ้วย 50x40x920,,EA,1.6,,
239,FC6060420,PART,คานต่อโครงพิเศษ 60 x60x420,,EA,1.05,,
240,FC6060520,PART,คานต่อโครงพิเศษ 60 x60x520,,EA,1.32,,
241,FC68451020,PART,คานต่อโครง3mm 68x45x1020,,EA,3.28,,
242,FC68451120,PART,คานต่อโครง3mm 68x45x1120,,EA,3.39,,
243,FC68451220,PART,คานต่อโครง3mm 68x45x1220,,EA,3.95,,
244,FC6845200,PART,คานต่อโครง3mm 68x45x200,,EA,0.83,,
245,FC684520320,PART,คานต่อโครง 68x45T2.0x320,,EA,0.89,,
246,FC684520370,PART,คานต่อโครง 68x45T2.0x370,,EA,,,
247,FC684520420,PART,คานต่อโครง 68x45T2.0x420,,EA,0.98,,
248,FC684520520,PART,คานต่อโครง 68x45T2.0x520,,EA,1.24,,
249,FC684520620,PART,คานต่อโครง 68x45T2.0x620,,EA,1.4,,
250,FC684520720,PART,คานต่อโครง 68x45T2.0x720,,EA,1.61,,
251,FC684520920,PART,คานต่อโครง 68x45T2.0x920,,EA,2,,
252,FC6845210,PART,คานต่อโครง3mm 68x45x210,,EA,0.85,,
253,FC6845220,PART,คานต่อโครง3mm 68x45x220,,EA,0.89,,
254,FC6845258,PART,คานต่อโครง3mm 68x45x258,,EA,1.02,,
255,FC6845260,PART,คานต่อโครง3mm 68x45x260,,EA,1.04,,
256,FC6845270,PART,คานต่อโครง3mm 68x45x270,,EA,1.07,,
257,FC6845300,PART,คานต่อโครง3mm 68x45x300,,EA,1.2,,
258,FC6845320,PART,คานต่อโครง3mm 68x45x320,,EA,1.29,,
259,FC6845370,PART,คานต่อโครง3mm 68x45x370,,EA,1.48,,
260,FC6845420,PART,คานต่อโครง3mm 68x45x420,,EA,1.59,,
261,FC6845520,PART,คานต่อโครง3mm 68x45x520,,EA,1.91,,
262,FC6845620,PART,คานต่อโครง3mm 68x45x620,,EA,2.16,,
263,FC6845720,PART,คานต่อโครง3mm 68x45x720,,EA,2.57,,
264,FC6845725,PART,คานต่อโครง3mm68x45x725,,EA,2.42,,
265,FC6845770,PART,คานต่อโครง 68x45x3mmx770,,EA,0,,
266,FC6845820,PART,คานต่อโครง3mm 68x45x820,,EA,3.02,,
267,FC6845920,PART,คานต่อโครง3mm 68x45x920,,EA,2.28,,
268,FC6845926,PART,คานต่อโครง68x45x926,,EA,2.89,,
269,FC7090720,PART,คานต่อโครงพิเศษ 70x90x720,,EA,0,,
270,FC7090920,PART,คานต่อโครงพิเศษ 70x90x920,,EA,0,,
271,FC80451020,PART,คานต่อโครง 80x45x3mmx1020,,EA,3.69,,
272,FC80451120,PART,คานต่อโครง 80x45x3mmx1120,,EA,4.07,,
273,FC8045260,PART,คานต่อโครง 80x45x3mmx260,,EA,1.22,,
274,FC8045320,PART,คานต่อโครง 80x45x3mmx320,,EA,1.24,,
275,FC8045420,PART,คานต่อโครง 80x45x3mmx420,,EA,1.79,,
276,FC8045520,PART,คานต่อโครง 80x45x3mmx520,,EA,2.16,,
277,FC8045620,PART,คานต่อโครง 80x45x3mmx620,,EA,2.22,,
278,FC8045720,PART,คานต่อโครง 80x45x3mmx720,,EA,2.49,,
279,FC8045820,PART,คานต่อโครง 80x45x3mmx820,,EA,3.06,,
280,FC8045920,PART,คานต่อโครง 80x45x3mmx920,,EA,3.29,,
281,FCB6845720,PART,คานต่อโครงรับลูกถ้วย720x68x45,,EA,2.57,,
282,FCB6845920,PART,คานต่อโครงรับลูกถ้วย920X68X45,,EA,3.23,,
283,FCC68451020/4,PART,คานต่อโครง4รู 68x45x3mmx1020,,EA,3.28,,
284,FCC68451120/4,PART,คานต่อโครง4รู 68x45x3mmx1120,,EA,3.39,,
285,FCC6845520/4,PART,คานต่อโครง4รู 68x45x3mmx520,,EA,1.59,,
286,FCC6845620/4,PART,คานต่อโครง4รู 68x45x3mmx620,,EA,2.16,,
287,FCC6845720/4,PART,คานต่อโครง4รู 68x45x3mmx720,,EA,2.57,,
288,FCC6845770/4,PART,คานต่อโครง4รู 68x45x3mmx770,,EA,0,,
289,FCC6845820/4,PART,คานต่อโครง4รู 68x45x3mmx820,,EA,3.02,,
290,FCC6845920/4,PART,คานต่อโครง4รู 68x45x3mmx920,,EA,3.23,,
291,FCC6845920/4-0,PART,คานต่อโครง4รู/0 68x45x3mmx920,,EA,3.23,,
292,FCC6845926/4,PART,คานต่อโครง4รู 68x45x3mmx926,,EA,0,,
293,FCV6845720,PART,คานต่อโครง4รูดาม720x68x45,,EA,2.57,,
294,FCV6845920,PART,คานต่อโครง4รูดาม920x68x45,,EA,3.23,,
295,FD10006845,PART,คานเชื่อม1000,,EA,2.27,,
296,FD11006845,PART,คานเชื่อม1100,,EA,2.87,,
297,FD12006845,PART,คานเชื่อม1200,,EA,3.45,,
298,FD13006845,PART,คานเชื่อม1300,,EA,3.65,,
299,FD4006845,PART,คานเชื่อม400,,EA,1.01,,
300,FD5006845,PART,คานเชื่อม500,,EA,1.42,,
301,FD6006845,PART,คานเชื่อม600,,EA,1.56,,
302,FD7006845,PART,คานเชื่อม700,,EA,1.85,,
303,FD8006845,PART,คานเชื่อม800,,EA,2.14,,
304,FD9006845,PART,คานเชื่อม900,,EA,2.2,,
305,FF40172550,PART,เสาเชื่อม1725x40x50,,EA,0,,
306,FF40192550,PART,เสาเชื่อม1925x40x50,,EA,5.35,,
307,FF40200050,PART,เสาเชื่อม 2000x40x50,,EA,0,,
308,FF40202550,PART,เสาเชื่อม2025x40x50,,EA,0,,
309,FF40210050,PART,เสาเชื่อม 2100x40x50,,EA,0,,
310,FF40212550,PART,เสาเชื่อม2125x40x50,,EA,6.13,,
311,FF40227550,PART,เสาเชื่อม2275x40x50,,EA,6.6,,
312,FF40242550,PART,เสาเชื่อม 2425X40X50,,EA,0,,
313,FL112040,PART,คานยืดหลอดไฟ 1120x40,,EA,0,,
314,FL401020,PART,คานยืดหลอดไฟ 40x1020,,EA,0.81,,
315,FL401120,PART,คานยึดหลอดไฟ 40x1120,,EA,0.87,,
316,FL40320,PART,คานยึดหลอดไฟ40X320,,EA,0.3,,
317,FL40420,PART,คานยืดหลอดไฟ 40x420,,EA,0.37,,
318,FL40520,PART,คานยืดหลอดไฟ 40x520,,EA,0.43,,
319,FL40620,PART,คานยืดหลอดไฟ 40x620,,EA,0.52,,
320,FL40690,PART,คานยึดหลอดไฟ 40x690,,EA,0,,
321,FL40720,PART,คานยืดหลอดไฟ 40x720,,EA,0.58,,
322,FL40820,PART,คานยืดหลอดไฟ 40x820,,EA,0.65,,
323,FL40920,PART,คานยืดหลอดไฟ 40x920,,EA,0.73,,
324,FRIM,,ค่าติดฟิล์ม กระจกตู้,,แผ่น,,,
325,FS37502138,PART,เสาเสริม 37x50x2138,,EA,6.3,,
326,FS385020504,PART,เสาเสริม 38x50x2mmx504,,EA,1.04,,
327,FS40501563,PART,เสาเสริม40x50x1563,,EA,4.35,,
328,FS40501588,PART,เสาเสริม 40x50x1588,,EA,4.54,,
329,FS40501788,PART,เสาเสริม 40x50x1788,,EA,5.22,,
330,FS40501863,PART,เสาเสริม40x50x1863,,EA,5.6,,
331,FS40501963,PART,เสาเสริม 40x50x1963,,EA,5.72,,
332,FS40501988,PART,เสาเสริม 40x50x1988,,EA,5.82,,
333,FS4050201778,PART,เสาเสริม 40x50x2mmx1788,,EA,3.46,,
334,FS4050201988,PART,เสาเสริม 40x50x2mmx1988,,EA,3.94,,
335,FS40502138,PART,เสาเสริม 40x50x2138,,EA,6.2,,
336,FS4050301888,PART,เสาเสริม 40x50x1888,,EA,5.3,,
337,FS53501785,PART,เสาเสริม 53x50x1785,,EA,5.2,,
338,FS53501885,PART,เสาเสริม 53x50x1885,,EA,5.35,,
339,FS53501985,PART,เสาเสริม 53x50x1985,,EA,6,,
340,,,,,แผ่น,,,
341,GL30100x260,MAT GL  ,กระจกใส 100x260 T3.0,,แผ่น,,,
342,GL30103X268,MAT GL,กระจกใส 103X268 T3.0,,แผ่น,,,
343,GL30107x272,MAT GL  ,กระจกใส 107x272 T 3.0,,แผ่น,,,
344,GL30108310,MAT GL  ,กระจกใส 108x310 T3.0,,แผ่น,,,
345,GL30108X108,MAT GL,กระจกใส 108x108 T3.0,,แผ่น,,,
346,GL30108x158,MAT GL,กระจกใส 108x158 T3.0,,แผ่น,,,
347,GL30108x170,MAT GL  ,กระจกใส 108x170 T 3.0,,แผ่น,,,
348,GL30108X208,MAT GL,กระจกใส 108x208 T3.0,,แผ่น,,,
349,GL30108X308,MAT GL,กระจกใส108x308 T3.0,,แผ่น,,,
350,GL30108X330,MAT GL  ,กระจกใส 108x330 T3.0,,แผ่น,,,
351,GL30108x348,MAT GL,กระจกใส 108x348 T3.0,,แผ่น,,,
352,GL30109x274,MAT GL,กระจกใส 109x274 T3.0,,แผ่น,,,
353,GL30112x162,MAT GL,กระจกใส 112x162 T3.0,,แผ่น,,,
354,GL30112x174,MAT GL,กระจกใส 112x174 T3.0,,แผ่น,,,
355,GL30112X212,MAT GL,กระจกใส 112x212 T3.0,,แผ่น,,,
356,GL30112x262,MAT GL,กระจกใส 112x262 T3.0,,แผ่น,,,
357,GL30112x272,MAT GL,กระจกใส 112X272 T3.0,,แผ่น,,,
